,title,price,rating,image,description,url
10,"Bose QuietComfort 45 Wireless Bluetooth Noise Cancelling Headphones, Over-Ear Headphones with Microphone, Personalized Noise Cancellation and Sound, White Smoke",$259.95,4.7 ,https://m.media-amazon.com/images/I/51iAp-Nq7FL.__AC_SX300_SY300_QL70_FMwebp_.jpg,"The first noise cancelling headphones are back, with quiet, lightweight materials, and proprietary technology for deep, clear sound and adjustable EQ so you can tune your music to your liking. Bose QuietComfort 45 headphones aren’t just an icon reborn – they’re the perfect balance of quiet, comfort, and sound. Plus, everything that made the first around ear headphones an icon is still here. Just refined. Like an updated design with smooth cushions and a clean look. Plush synthetic leather, impact-resistant glass-filled nylon, and cast-metal hinges were all selected for their comfort as well as their durability. Add in minimal clamping force, and you’ll almost forget you’re wearing Bluetooth wireless noise cancelling headphones. Enhanced Acoustic Noise Cancelling™ technology produces the true quiet needed to hear every detail of your music in high fidelity. Or, choose the new Aware Mode to hear your music and your environment together. TriPort acoustic architecture and Bose's innovative Volume-optimized Active EQ add depth and clarity while maintaining balance at any volume. And lightweight materials such as synthetic leather and glass-filled nylon were meticulously selected for comfort and durability. The headphones offer 24 hours of play time*, charge via USB-C®, and feature six microphones for clearer calls. Bluetooth® 5.1 maintains a strong connection, and the Bose app guides you through setup, lets you personalize settings, and keeps your headphones’ software up to date.",https://www.amazon.com/Bose-QuietComfort-Bluetooth-Cancelling-Headphones/dp/B098FH5P3C/ref=sr_1_6?dib=eyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k&dib_tag=se&keywords=bose&qid=1726551305&s=aht&sr=1-6
11,"H3 Active Noise Cancelling Headphones Bluetooth,Over Ear Bluetooth Headphones with Hi-Fi Stereo Sound, 80H Playtime,Foldable Design,Built-in Mic,Wired Mode for Phone/PC (White)",$79.99,4.2 ,https://m.media-amazon.com/images/I/61ntqckMwzL.__AC_SX300_SY300_QL70_FMwebp_.jpg,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTI1NzE4MjY1NTUzOTI3OjE3MjY1NTEzMDU6c3BfbXRmOjMwMDAyODQwNzI4MDUwMjo6MDo6&url=%2FTONEMAC-Cancelling-Headphones-Bluetooth-Playtime%2Fdp%2FB0C73JLNZ2%2Fref%3Dsr_1_7_sspa%3Fdib%3DeyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k%26dib_tag%3Dse%26keywords%3Dbose%26qid%3D1726551305%26s%3Daht%26sr%3D1-7-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
12,"Bose QuietComfort Wireless Noise Cancelling Headphones, Bluetooth Over Ear Headphones with Up to 24 Hours of Battery Life, White Smoke (Renewed)",$255.23,4.1 ,https://m.media-amazon.com/images/I/51K77J9rCjL.__AC_SX300_SY300_QL70_FMwebp_.jpg,"Go beyond the beat and take control of the sound that puts you on top of the world with Bose QuietComfort Wireless Noise Cancelling Headphones. Experience powerful high-fidelity audio with legendary noise cancellation in these wireless Bluetooth headphones that allow you to block everything out but the beat and control what you hear. These Bose wireless headphones feature new custom modes that give you the power to adjust noise cancellation based in the moment and the option to turn on Wind Block to tune out breezy environments. Or simply toggle your Bose over ear headphones between Quiet and Aware Modes for a quick change when the world calls for it. These Bose wireless headphones come in Black, White Smoke, and a striking limited-edition Cypress Green headphones color option that are as bold as they are iconic. Adjustable EQ puts you in control of tuning your music and Spotify Tap starts your listening session at the push of a button on the side of the over the ear headphones. With up to 24 hours of battery life on a single charge, your Bluetooth headphones are ready for any adventure. Multi-point toggle lets you switch between multiple wireless connections on these around ear headphones without disconnecting and reconnecting each time. Plug in the optional audio cable with in-line microphone into these wireless headphones to make the headphones wired and use without a Bluetooth connection. The Bose Music app guides you through setup, lets you personalize settings, and keeps your headphones’ software up-to-date. Press play and take charge of your music with Bose QuietComfort Noise Cancelling Headphones.",https://www.amazon.com/Bose-QuietComfort-Cancelling-Headphones-Bluetooth/dp/B0CMW3QKNY/ref=sr_1_8?dib=eyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k&dib_tag=se&keywords=bose&qid=1726551305&s=aht&sr=1-8
13,"Bose QuietComfort 20 Acoustic Noise Cancelling Headphones, Compatible with Apple Devices, Black (Renewed)",$158.95,3.6 ,https://m.media-amazon.com/images/I/61+gznINuUL._AC_SY300_SX300_.jpg,"This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.",https://www.amazon.com/Bose-QuietComfort-Acoustic-Cancelling-Headphones/dp/B07T49NLMJ/ref=sr_1_9?dib=eyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k&dib_tag=se&keywords=bose&qid=1726551305&s=aht&sr=1-9
14,"Bose QuietComfort 35 II Wireless Bluetooth Headphones, Noise-Cancelling, with Alexa Voice Control - Black",$179.99,4.7 ,https://m.media-amazon.com/images/I/61PzLRRxRbL.__AC_SX300_SY300_QL70_FMwebp_.jpg,"What happens when you clear away the noisy distractions of the world? Concentration goes to the next level. You get deeper into your music, your work, or whatever you want to focus on. That’s the power of Bose QuietComfort 35 wireless headphones II. Put them on and get closer to what you’re most passionate about. And that’s just the beginning. QuietComfort 35 wireless headphones II are now enabled with Bose AR — an innovative, audio-only take on augmented reality. Embedded in your headphones is a multi-directional motion sensor. One that Bose AR can utilize to provide contextual audio based on where you are. Unlock Bose AR via a firmware update through the Bose Connect app. They’re Alexa-enabled, too, so you can enjoy entertainment, get information, and manage your day — all without looking at your phone. Adjust your level of noise cancelling between three settings using the Action button or the Bose Connect app. Volume-optimized EQ gives you balanced audio performance at any volume, and a noise-rejecting dual-microphone system provides clearer calls, even in noisy environments. And with easy Bluetooth pairing, 20 hours of battery life, and a durable, comfortable fit — you can keep the music or the quiet going all day long. Included: QuietComfort 35 II, carrying case, charging cable, audio cable for enjoying music without battery power. Bose AR availability and functionality varies. Bose AR enhanced apps are currently available for iPhone and iPad users only. Apps for Android devices are in development.",https://www.amazon.com/Bose-QuietComfort-Wireless-Headphones-Cancelling/dp/B0756CYWWD/ref=sr_1_10?dib=eyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k&dib_tag=se&keywords=bose&qid=1726551305&s=aht&sr=1-10
15,Bose QuietComfort 45 SE Noise Cancelling Over-the-Ear Headphones, ,4.6 ,https://m.media-amazon.com/images/I/51JbsHSktkL.__AC_SY300_SX300_QL70_FMwebp_.jpg,"Includes QuietComfort 45 Headphones + Soft Case Noise Cancelling High-fidelity audio, adjustable EQ Up to 22 hours playtime or battery life Strong wireless connection with Bluetooth® 5.1",https://www.amazon.com/Bose-QuietComfort-Noise-Cancelling-Headphones/dp/B0BDT54SGD/ref=sr_1_11?dib=eyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k&dib_tag=se&keywords=bose&qid=1726551305&s=aht&sr=1-11
16,"Generic Aura-Sync Surround Color Deep Bass Speaker, Small, Brown",$42.35,3.2 ,https://m.media-amazon.com/images/I/41sum1XDhhL.__AC_SX300_SY300_QL70_FMwebp_.jpg,"Bluetooth 5.2 Wireless Connection, TWS Dual-Speakers Connection Technology produces true wireless Stereo sound quality, Color Light in 360 Degrees, Rhythmic Light Change according to the Melody of the Song, Built-in 52mm Hi-Fi Trumpet produces DEEP BASS sound quality, Portable Size, TF Card play. Hands free calling function.",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTI1NzE4MjY1NTUzOTI3OjE3MjY1NTEzMDU6c3BfbXRmOjMwMDIyMjEyMTI2NDQwMjo6MDo6&url=%2FGeneric-Aura-Sync-Surround-Color-Speaker%2Fdp%2FB0D1K1W2QC%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k%26dib_tag%3Dse%26keywords%3Dbose%26qid%3D1726551305%26s%3Daht%26sr%3D1-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
17,"Bose QuietComfort Ultra Wireless Noise Cancelling Headphones with Spatial Audio, Over-The-Ear Headphones with Mic, Up to 24 Hours of Battery Life (Black)",$439.00,4.5 ,https://m.media-amazon.com/images/I/51HvaARXnGL.__AC_SX300_SY300_QL70_FMwebp_.jpg,"QuietComfort Ultra Headphones takes everything music makes you feel to new highs. It starts with world-class noise cancellation that's quieter than its predecessors. Then breakthrough spatialized audio makes your music feel more immersive than ever before. Bose Immersive Audio takes what you're hearing out of your head and places it in front of you for the most natural listening experience - no matter the content or source. And CustomTune technology upgrades your sound even more by analyzing your ear's shape and adapting the audio performance so everything you listen to hits exactly as it should. Keep the session going with up to 24 hours of battery life (up to 18 hours with Immersive Audio) and unrivaled comfort from luxe materials. The earcups wrap your ears in a soft hug while the headband spreads pressure evenly. And sleek metal arms add a statement of sophisticated design. Connect to your devices with advanced Bluetooth 5.3 and keep track of what you have paired in the Bose Music app. It also makes setup quick and easy, gives you access to Adjustable EQ settings, and more. Available in Black or White Smoke.Leveled-up listening.World-class noise cancellation, quieter than ever before. Breakthrough spatialized audio for more immersive listening - no matter the content or source. Elevated design and luxe materials for unrivaled comfort. It's everything music should make you feel taken to new highs.Immersive audio. Feels more real.Bose Immersive Audio pushes the boundary of what it means to listen. It spatializes what you're hearing by taking it out of your head and placing it in front of you - putting you in the acoustic sweet spot. Sound so real it's almost like you can reach out and touch it? Yes, please. Say hello to the most natural listening experience.World-class noise cancelling over-the-ear headphonesBetter active noise cancelling than its predecessors, QC Ultra Headphones let you do you need to do uninterrupted. When it's time to tune in and drill down, focus with Quiet Mode. But sometimes you need to pay attention. That's why Aware Mode allows enough transparency to hear your surroundings or engage in conversation without taking off an earcup. Immersion Mode combines full noise cancelling with the spatialized audio of Bose Immersive Audio.Upgraded listening with sound shaped to you.The magic of CustomTune technology: it automatically analyzes your ears and adapts the sound performance of QC Ultra Headphones to their unique shape. The result? Sound that's tailored to you. So you can hear your fav song like it's the first time all over again.Elevated design. Luxe comfort.Modern, sleek, sophisticated. The cushions wrap your ears in a soft hug. The headband spreads pressure evenly. And sleek metal arms add a statement of sophisticated design.Go ahead, listen longer.QC Ultra Headphones provide up to 24 hours of play time on a single charge (up to 18 hours with Immersive Audio). Need a quick boost? A quick, 15-minute charge gives you up to 2.5 hours of battery life (up to 2 hours with Immersive Audio).Crystal-clear, natural-sounding phone calls.No more ""huh?"" when you're trying to just say ""hello."" A revolutionary system of mics focuses on your voice, then background noise is filtered out so you can hear and be heard with amazing clarity.Press, swipe, tap, or touch to get into the music.Play/pause music, crank the volume, cycle modes, and switch tracks with a simple press of a button or intuitive touch control right on the earcups. You can even answer calls without ever taking out your phone.Stay connected with advanced Bluetooth 5.3.Advanced Bluetooth 5.3 offers a strong, continuous connection within 30 feet of your device. Choose single or multi-point to keep your phone, tablet, and work or school computer paired, or just focus on one.Control everything through the Bose Music app.Take personalization even further in the Bose Music app by creating a Custom Mode (such as combining Aware Mode and Immersive Audio) or using Adjustable EQ settings to dial in the sound. Control bass, mid-range, and treble levels as you go. Or use the app to check battery life, customize a shortcut, and manage connected devices.Bose SimpleSync for more sound.Press and hold the Bluetooth button on each device to sync sound between your QC Ultra Headphones and a Bose smart soundbar with SimpleSync technology. That way you can watch TV at a different volume than others, or discreetly listen while someone sleeps beside you.",https://www.amazon.com/Bose-QuietComfort-Ultra-Cancelling-Headphones/dp/B0CRLD2X9C/ref=sr_1_13?dib=eyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k&dib_tag=se&keywords=bose&qid=1726551305&s=aht&sr=1-13
18,"Bose QuietComfort 45 Wireless Bluetooth Noise Cancelling Headphones, Over-Ear Headphones with Microphone, Personalized Noise Cancellation and Sound, Midnight Blue, Limited Edition",$389.00,4.7 ,https://m.media-amazon.com/images/I/51qfLURUtpL.__AC_SY300_SX300_QL70_FMwebp_.jpg,"The first noise cancelling headphones are back, with world-class quiet, lightweight materials, and proprietary technology for deep, clear sound and adjustable EQ so you can tune your music to your liking. Bose QuietComfort 45 headphones aren’t just an icon reborn – they’re the perfect balance of quiet, comfort, and sound. Plus, everything that made the first around ear headphones an icon is still here. Just refined. Like an updated design with smooth cushions and a clean look. Plush synthetic leather, impact-resistant glass-filled nylon, and cast-metal hinges were all selected for their comfort as well as their durability. Add in minimal clamping force, and you’ll almost forget you’re wearing Bluetooth wireless noise cancelling headphones. Enhanced Acoustic Noise Cancelling™ technology produces the true quiet needed to hear every detail of your music in high fidelity. Or, choose the new Aware Mode to hear your music and your environment together. TriPort acoustic architecture and Bose'sinnovative Volume-optimized Active EQ add depth and clarity while maintaining balance at any volume. And lightweight materials such as synthetic leather and glass-filled nylon were meticulously selected for comfort and durability. The headphones offer 22 hours of play time*, charge via USB-C®, and feature six microphones for clearer calls. Bluetooth® 5.1 maintains a strong connection, and the Bose Music app guides you through setup, lets you personalize settings, and keeps your headphones’ software up to date.",https://www.amazon.com/Bose-QuietComfort-Bluetooth-Cancelling-Headphones/dp/B0B7KCP6SL/ref=sr_1_14?dib=eyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k&dib_tag=se&keywords=bose&qid=1726551305&s=aht&sr=1-14
19,Bose QuietComfort 25 Acoustic Noise Cancelling Headphones for Apple devices - Black (Wired 3.5mm),$229.99,4.5 ,https://m.media-amazon.com/images/I/71jAijRvcyL.__AC_SX300_SY300_QL70_FMwebp_.jpg,"QuietComfort 25 Acoustic Noise Cancelling headphones are the best performing around ear headphones from Bose. They give you crisp, powerful sound and quiet that lets you hear your music better. Bose advances their industry leading headphones with the latest proprietary Bose Active EQ and TriPort technology, giving the music you love deep, clear sound. At the same time, Bose noise cancelling technology monitors the noise around you and cancels it out, helping you focus on what you want to hear whether it’s your music, your calls or simply peace and quiet. With a distinctive design and two color options to match your style, these headphones look as good as they sound. They’re also comfortable, durably made and easy to stow, with earcups that pivot to fit in a small carrying case. Customized for Apple devices. Included: QuietComfort 25 headphones; 56 inch QC25 inline remote and microphone cable; airline adapter; carrying case; AAA battery.",https://www.amazon.com/Bose-QuietComfort-Acoustic-Cancelling-Headphones/dp/B00M1NEUKK/ref=sr_1_15?dib=eyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k&dib_tag=se&keywords=bose&qid=1726551305&s=aht&sr=1-15
20,"Bose QuietComfort Ultra Wireless Noise Cancelling Headphones with Spatial Audio, Over-The-Ear Headphones with Mic, Up to 24 Hours of Battery Life (White Smoke)",$439.00,4.5 ,https://m.media-amazon.com/images/I/51NDAKzP7NL.__AC_SX300_SY300_QL70_FMwebp_.jpg,"QuietComfort Ultra Headphones takes everything music makes you feel to new highs. It starts with world-class noise cancellation that's quieter than its predecessors. Then breakthrough spatialized audio makes your music feel more immersive than ever before. Bose Immersive Audio takes what you're hearing out of your head and places it in front of you for the most natural listening experience - no matter the content or source. And CustomTune technology upgrades your sound even more by analyzing your ear's shape and adapting the audio performance so everything you listen to hits exactly as it should. Keep the session going with up to 24 hours of battery life (up to 18 hours with Immersive Audio) and unrivaled comfort from luxe materials. The earcups wrap your ears in a soft hug while the headband spreads pressure evenly. And sleek metal arms add a statement of sophisticated design. Connect to your devices with advanced Bluetooth 5.3 and keep track of what you have paired in the Bose Music app. It also makes setup quick and easy, gives you access to Adjustable EQ settings, and more. Available in Black or White Smoke.Leveled-up listening.World-class noise cancellation, quieter than ever before. Breakthrough spatialized audio for more immersive listening - no matter the content or source. Elevated design and luxe materials for unrivaled comfort. It's everything music should make you feel taken to new highs.Immersive audio. Feels more real.Bose Immersive Audio pushes the boundary of what it means to listen. It spatializes what you're hearing by taking it out of your head and placing it in front of you - putting you in the acoustic sweet spot. Sound so real it's almost like you can reach out and touch it? Yes, please. Say hello to the most natural listening experience.World-class noise cancelling over-the-ear headphonesBetter active noise cancelling than its predecessors, QC Ultra Headphones let you do you need to do uninterrupted. When it's time to tune in and drill down, focus with Quiet Mode. But sometimes you need to pay attention. That's why Aware Mode allows enough transparency to hear your surroundings or engage in conversation without taking off an earcup. Immersion Mode combines full noise cancelling with the spatialized audio of Bose Immersive Audio.Upgraded listening with sound shaped to you.The magic of CustomTune technology: it automatically analyzes your ears and adapts the sound performance of QC Ultra Headphones to their unique shape. The result? Sound that's tailored to you. So you can hear your fav song like it's the first time all over again.Elevated design. Luxe comfort.Modern, sleek, sophisticated. The cushions wrap your ears in a soft hug. The headband spreads pressure evenly. And sleek metal arms add a statement of sophisticated design.Go ahead, listen longer.QC Ultra Headphones provide up to 24 hours of play time on a single charge (up to 18 hours with Immersive Audio). Need a quick boost? A quick, 15-minute charge gives you up to 2.5 hours of battery life (up to 2 hours with Immersive Audio).Crystal-clear, natural-sounding phone calls.No more ""huh?"" when you're trying to just say ""hello."" A revolutionary system of mics focuses on your voice, then background noise is filtered out so you can hear and be heard with amazing clarity.Press, swipe, tap, or touch to get into the music.Play/pause music, crank the volume, cycle modes, and switch tracks with a simple press of a button or intuitive touch control right on the earcups. You can even answer calls without ever taking out your phone.Stay connected with advanced Bluetooth 5.3.Advanced Bluetooth 5.3 offers a strong, continuous connection within 30 feet of your device. Choose single or multi-point to keep your phone, tablet, and work or school computer paired, or just focus on one.Control everything through the Bose Music app.Take personalization even further in the Bose Music app by creating a Custom Mode (such as combining Aware Mode and Immersive Audio) or using Adjustable EQ settings to dial in the sound. Control bass, mid-range, and treble levels as you go. Or use the app to check battery life, customize a shortcut, and manage connected devices.Bose SimpleSync for more sound.Press and hold the Bluetooth button on each device to sync sound between your QC Ultra Headphones and a Bose smart soundbar with SimpleSync technology. That way you can watch TV at a different volume than others, or discreetly listen while someone sleeps beside you.",https://www.amazon.com/Bose-QuietComfort-Ultra-Cancelling-Headphones/dp/B0CRLFJ789/ref=sr_1_16?dib=eyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k&dib_tag=se&keywords=bose&qid=1726551305&s=aht&sr=1-16
21,"TOZO HT2 Hybrid Active Noise Cancelling Headphones, Wireless Over Ear Bluetooth Headphones, 60H Playtime, Hi-Res Audio Custom EQ via App Deep Bass Comfort Fit Ear Cups, for Home Office Travel",$49.99,4.5 ,https://m.media-amazon.com/images/I/71r8yUTZQnL.__AC_SX300_SY300_QL70_FMwebp_.jpg,,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MTI1NzE4MjY1NTUzOTI3OjE3MjY1NTEzMDU6c3BfbXRmOjMwMDM0NzE4NDk4NTkwMjo6MDo6&url=%2FTOZO-HT2-Cancelling-Headphones-Bluetooth%2Fdp%2FB07KY8G9NM%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.pCIyXyl6jitR9GPiizoNP72thzeyC_Ne2vKN8vfn0EppmhdCubw1GNis6x6VYlzmhYsO2f2F1xA6k8OMfNzm4n84uEcEZ5sfa02Yj03JGE7byRXGP5T5pu4PBmNe80nrp2mASkL0giYW5AMaxILqlGmJZPZk-sZ6xEJAWccq_W3tXsyG_0F4NhABTd94QaSR_rlaRMeYOHlW4FORXHX1HwKTDDl02K15aeUHVZdxXf9-Ce9VV34saNR8pER-W2hmGo1W4FCqNTaQHckDqHF_vxMX2coipyuxGdBRu4E8Abo.0PpufxojD0JqLsJN4xAm68nyKjydQSHcJ66Ie8X5Z1k%26dib_tag%3Dse%26keywords%3Dbose%26qid%3D1726551305%26s%3Daht%26sr%3D1-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA1B1TP8XQ7ZVJZ
